GeneID,Symbol,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession
79624,ARMT1,151452257,151470100
79625,NDNF,121029292,121072517
79626,TNFAIP8L2,151156628,151159748
79627,OGFRL1,71288295,71309058
79628,SH3TC2,148982149,149063173
79629,OCEL1,17226203,17229218
79630,C1orf54,150270316,150280926
79631,EFL1,82130219,82262762
79632,FAM184A,118959828,119149192
79633,FAT4,125314912,125492931
79634,SCRN3,174395728,174430073
79635,CCDC121,27625637,27629030
79637,ARMC7,75109951,75130264
79639,TMEM53,44653246,44674607
79640,C22orf46,41688938,41698135
79641,ROGDI,4796961,4802949
79642,ARSJ,113899928,113980463
79643,CHMP6,80991840,81000132
79644,SRD5A3,55346220,55373099
79645,EFCAB1,48709592,48735842
79646,PANK3,168555622,168579608
79647,AKIRIN1,38991243,39006064
79648,MCPH1,6406591,6648504
79648,MCPH1,8384,43774
79649,MAP7D3,136213219,136256481
79650,USB1,57999598,58021622
79651,RHBDF2,76470892,76501439
79652,TMEM204,1528740,1555579
79654,HECTD3,45002546,45011354
79656,BEND5,48727522,48777488
79657,RPAP3,47661931,47706060
79658,ARHGAP10,147732062,148072780
79659,DYNC2H1,103109430,103479862
79660,PPP1R3B,9136253,9151641
79660,PPP1R3B,4199986,4215375
79661,NEIL1,75346637,75355250
79663,HSPBAP1,122739996,122793828
79664,ICE2,60419608,60479159
79665,DHX40,59565524,59608351
79666,PLEKHF2,95133720,95156684
79667,KLF3-AS1,38612700,38664627
79668,PARP8,50665830,50846521
79669,C3orf52,112086334,112136378
79669,C3orf52,0,1515
79670,TUT7,86287732,86354496
79671,NLRX1,119168333,119184015
79672,FN3KRP,82716705,82728016
79673,ZNF329,58126327,58155168
79674,VEPH1,157259741,157503776
79675,FASTKD1,169527879,169573920
79676,OGFOD2,122974702,122980040
79677,SMC6,17663811,17753832
79679,VTCN1,117143586,117210984
79680,RTL10,19846137,19854847
79682,CENPU,184694064,184734131
79683,ZDHHC14,157381524,157678113
79684,MSANTD2,124766491,124800971
79685,SAP30L,154445956,154461052
79689,STEAP4,88276428,88306912
79690,GAL3ST4,100159241,100168749
79691,QTRT2,114056734,114088421
79692,ZNF322,26634382,26659751
79693,YRDC,37802941,37808192
79694,MANEA,95577496,95609451
79695,GALNT12,98807698,98850080
79696,ZC2HC1C,75069576,75079986
79697,RIOX1,73490933,73493400
79698,ZMAT4,40522765,40897827
79699,ZYG11B,52726453,52827341
79701,OGFOD3,82389209,82418636
79703,C11orf80,66744735,66843515
79705,LRRK1,100919016,101072889
79706,PRKRIP1,102396356,102426681
79707,NOL9,6521346,6554597
79709,COLGALT1,17555593,17583161
79710,MORC4,106940299,107000243
79711,IPO4,24180218,24188917
79711,IPO4,481196,489895
79712,GTDC1,143945044,144333068
79713,IGFLR1,35738800,35742449
79714,CCDC51,48432169,48446651
79716,NPEPL1,58689130,58715843
79717,PPCS,42456340,42473380
79718,TBL1XR1,177019354,177197356
79719,AAGAB,67200674,67255197
79720,VPS37B,122865327,122896164
79722,ANKRD55,56099679,56233358
79723,SUV39H2,14878782,14904314
79724,ZNF768,30524000,30532366
79725,THAP9,82900649,82920282
79726,WDR59,74873567,74985145
79727,LIN28A,26410767,26429727
79728,PALB2,23603161,23641356
79729,SH3D21,36306347,36329220
79730,NSUN7,40749873,40815728
79731,NARS2,78435960,78574863
79733,E2F8,19224062,19241654
79734,KCTD17,37051724,37063389
79735,TBC1D17,49877424,49888749
79736,TEFM,30898982,30907628
79738,BBS10,76344485,76348441
79739,TTLL7,83865020,83999186
79740,ZBBX,167178398,167380341
79741,CCDC7,32446081,32882863
79742,DIPK2B,45148372,45200900
79744,ZNF419,57487710,57494679
79745,CLIP4,29097675,29183812
79746,ECHDC3,11742356,11764069
79747,ADGB,146598964,146815461
79748,LMAN1L,74812852,74825757
79750,ZNF385D,21418418,22372640
79751,SLC25A22,790474,798280
79752,ZFAND1,81701330,81721303
79753,SNIP1,37534448,37554343
79754,ASB13,5638856,5666594
79755,ZNF750,82829433,82840054
79758,DHRS12,51767992,51804161
79759,ZNF668,31060842,31074319
79760,GEMIN7,45075716,45091523
79762,C1orf115,220690285,220699156
79763,ISOC2,55452977,55461681
79767,ELMO3,67199124,67204028
79768,KATNBL1,34140673,34210095
79770,TXNDC15,134873769,134901632
79772,MCTP1,94703689,95284574
79774,GRTP1,113323251,113364157
79776,ZFHX4,76681218,76867284
79777,ACBD4,45132599,45144180
79778,MICALL2,1433638,1459496
79780,CCDC82,96352764,96389923
79781,IQCA1,236324146,236507534
79782,LRRC31,169839174,169869934
79783,SUGCT,40134886,40860766
79784,MYH14,50188185,50310543
79785,RERGL,18080868,18090192
79786,KLHL36,84648510,84667685
79788,ZNF665,53163298,53193424
79789,CLMN,95181938,95319907
79791,FBXO31,87326986,87392106
79792,GSDMD,143553386,143563061
79792,GSDMD,43426,53101
79794,C12orf49,116713319,116738099
79796,ALG9,111776095,111871580
79797,ZNF408,46700766,46705915
79798,ARMC5,31458272,31467166
79799,UGT2A3,68928458,68951799
79799,UGT2A3,504477,527809
79800,CARF,202912217,202988260
79801,SHCBP1,46578590,46621401
79802,HHIPL2,222501520,222548101
79803,HPS6,102065366,102068037
79804,HAND2-AS1,173528599,173591254
79805,VASH2,212935542,212992304
79807,GSTCD,105708777,105847725
79809,TTC21B,165873361,165953837
79810,PTCD2,72320366,72368394
79811,SLTM,58879044,58934312
79812,MMRN2,86935539,86970479
79813,EHMT1,137618991,137836126
79814,AGMAT,15571698,15585109
79815,NIPAL2,98189825,98294392
79816,TLE6,2977409,2995183
79817,MOB3B,27325208,27529851
79818,ZNF552,57807081,57815988
79819,WDR78,66812884,66924886
79820,CATSPERB,91580773,91732085
79820,CATSPERB,44909,199880
79822,ARHGAP28,6729717,6915715
79823,CAMKMT,44361713,44772591
79825,EFCC1,129001544,129040741
79827,CLMP,123072005,123195304
79828,METTL8,171315745,171434802
79829,NAA40,63938969,63957321
79830,ZMYM1,35059785,35116457
79831,KDM8,27203485,27222304
79832,QSER1,32892825,32980269
79833,GEMIN6,38778184,38781964
79834,PEAK1,77100828,77420698
79836,LONRF3,118974613,119022924
79837,PIP4K2C,57591158,57603427
79838,TMC5,19410538,19499112
79839,CCDC102B,68715220,69214349
79840,NHEJ1,219075323,219160864
79841,AGBL2,47659167,47715381
79841,AGBL2,91957,147742
79842,ZBTB3,62750962,62754183
79843,FAM124B,224378697,224401993
79844,ZDHHC11,795604,863633
79845,RNF122,33547753,33567127
79846,CFAP69,90245173,90320963
79847,MFSD13A,102460895,102480196
79848,CSPP1,67062416,67198002
79849,PDZD3,119185456,119190222
79850,FAM57A,732545,742967
79852,EPHX3,15226918,15233452
79853,TM4SF20,227362037,227379305
79854,LINC00115,826205,827521
79856,SNX22,64151697,64157480
79857,FLJ13224,31324315,31325944
79857,FLJ13224,215109,216738
79858,NEK11,131026849,131350464
79861,TUBAL3,5393097,5404829
79862,ZNF669,247099961,247104399
79863,RBFA,80034345,80050651
79864,JHY,122881639,122963861
79865,TREML2,41189748,41201232
79866,BORA,72727738,72756197
79867,TCTN2,123671107,123708404
79868,ALG13,111680740,111764163
79869,CPSF7,61402647,61429991
79870,BAALC,103140692,103230304
79871,RPAP2,92298964,92388174
79872,CBLL1,107743696,107764996
79873,NUDT18,22106871,22110354
79874,RABEP2,28904420,28925210
79875,THSD4,71115615,71783382
79876,UBA5,132654445,132679785
79877,DCAKD,45023337,45061128
79879,CCDC134,41800609,41832163
79882,ZC3H14,88562908,88613508
79883,PODNL1,13931186,13953391
79884,MAP9,155342657,155376969
79885,HDAC11,13478902,13506423
79886,CAAP1,26840684,26892827
79887,PLBD1,14503662,14567856
79888,LPCAT1,1461422,1523976
79888,LPCAT1,8166,48349
79890,RIN3,92513772,92688993
79891,ZNF671,57719746,57727636
79892,MCMBP,119829403,119873627
79893,GGNBP2,36544887,36589847
79893,GGNBP2,779791,825342
79894,ZNF672,248838177,248849516
79895,ATP8B4,49858237,50181850
79896,THNSL1,24952318,25026663
79897,RPP21,30345128,30346857
79897,RPP21,1824809,1826538
79897,RPP21,1674624,1676353
79897,RPP21,1600974,1602703
79897,RPP21,1655360,1657091
79897,RPP21,1600210,1601939
79897,RPP21,1643585,1645314
79898,ZNF613,51927146,51946146
79899,PRR5L,36296174,36465203
79901,CYBRD1,171522246,171558132
79902,NUP85,75205435,75235758
79903,NAA60,3443610,3486962
79905,TMC7,18983933,19063941
79906,MORN1,2319201,2391750
79908,BTNL8,180899076,180952165
79912,PYROXD1,21437603,21471251
79913,ACTR5,38748453,38772445
79915,ATAD5,30830829,30895868
79917,MAGIX,49162568,49168156
79918,SETD6,58515478,58521989
79919,MAB21L4,240886047,240896888
79921,TCEAL4,103576230,103587735
79922,MRM1,36601582,36634697
79922,MRM1,837089,844471
79923,NANOG,7789395,7796060
79924,ADM2,50481723,50486439
79925,SPEF2,35617366,35814610
79927,FAM110D,26159019,26162627
79929,MAP6D1,183815875,183825604
79930,DOK3,177501903,177510507
79931,TNIP3,121131407,121227608
79932,KIAA0319L,35433489,35557602
79933,SYNPO2L,73644880,73656104
79934,COQ8B,40691528,40716884
79935,CNTD2,40222207,40227110
79937,CNTNAP3,39072766,39288302
79939,SLC35E1,16549836,16572381
79940,LINC00472,71407863,71420744
79943,ZNF696,143291388,143299951
79944,L2HGDH,50242433,50312228
79947,DHDDS,26432281,26471305
79948,PLPPR3,810965,824243
79949,PLEKHS1,113751261,113782432
79953,SYNDIG1,24469198,24666616
79954,NOL10,10570765,10689986
79955,PDZD7,101007682,101031156
79956,ERMP1,5764060,5867090
79957,PAQR6,156243320,156248521
79958,DENND1C,6467203,6481807
79959,CEP76,12661955,12702776
79960,JADE1,128809622,128875223
79961,DENND2D,111185968,111204790
79962,DNAJC22,49346916,49353683
79963,ABCA11P,425434,474208
79966,SCD5,82629536,82798856
79968,WDR76,43826913,43868418
79969,ATAT1,30626456,30646822
79969,ATAT1,2106565,2126544
79969,ATAT1,1882671,1902651
79969,ATAT1,1937070,1957051
79969,ATAT1,1970889,1990872
79969,ATAT1,1881929,1901910
79969,ATAT1,1927599,1947581
79970,ZNF767P,149547153,149624789
79971,WLS,68098458,68233017
79973,ZNF442,12349370,12372635
79974,CPED1,120988696,121297446
79977,GRHL2,101492438,101678103
79979,TRMT2B,100973358,101052117
79980,DSN1,36751790,36773826
79981,FRMD1,168055744,168093006
79982,DNAJB14,99896247,99946725
79983,POF1B,85277388,85379742
79986,ZNF702P,52968250,52993530
79987,SVEP1,110365247,110579879
79989,TTC26,139133743,139191985
79990,PLEKHH3,42667913,42677044
79991,STN1,103877557,103918286
79992,AGPAT4-IT1,161160113,161161981
79993,ELOVL7,60751788,60844291
79998,ANKRD53,70977182,70986676
79999,LOC79999,19154523,19162623
80000,GREB1L,21242224,21528502
80003,PCNX2,232984108,233295729
80004,ESRP2,68225967,68236232
80005,DOCK5,25184722,25415715
80006,TRAPPC13,65624730,65666232
80007,C10orf88,122930902,122954402
80008,TMEM156,38966008,39032667
80010,RMI1,83980358,84004073
80011,FAM192A,57152465,57186340
80012,PHC3,170087579,170181751
80013,MINDY3,15778168,15860532
80014,WWC2,183098639,183320776
80017,DGLUCY,91060282,91225395
80018,NAA25,112026688,112108830
80019,UBTD1,97498881,97571209
80020,FOXRED2,36487185,36507100
80021,TMEM62,43133114,43185146
80022,MYO15B,75587544,75626850
80023,NRSN2,346725,359704
80024,SLC8B1,113298765,113335167
80025,PANK2,3888822,3933086
80028,FBXL18,5454447,5513797
80031,SEMA6D,47184097,47774222
80032,ZNF556,2867334,2878516
80034,CSRNP3,165469646,165689406
80035,ANP32A-IT1,68803820,68807100
80036,TRPM3,70529062,71446949
80039,FAM106A,18524565,18526845
80045,GPR157,9103389,9129169
80052,RPS2P45,69033629,69034560
80054,CEBPA-DT,33302820,33305056
80055,PGAP1,196833003,196926994
80059,LRRTM4,76747722,77522432
80060,GNL3LP1,60891675,60893661
80063,ATF7IP2,10385998,10483642
80067,DCAF17,171434165,171491028
80069,LINC00574,169790072,169802872
80069,LINC00574,65274,78074
80070,ADAMTS20,43352842,43551970
80071,CCDC15,124954120,125041488
80072,HEXA-AS1,72376112,72378787
80078,LCAL1,79307668,79313383
80086,TUBA4B,219253242,219272196
80094,BIN3-IT1,22640370,22642208
80095,ZNF606,57977052,58003345
80097,MZT2B,130181921,130190728
80099,C7orf69,47795290,47819846
80108,ZFP2,178895893,178933211
80110,ZNF614,52013323,52028426
80111,C3orf36,133928144,133929811
80114,BICC1,58512902,58831436
80115,BAIAP2L2,38084888,38110943
80117,ARL14,160677159,160678447
80119,PIF1,64815629,64827172
80122,MAP3K19,134963874,135047467
80124,VCPIP1,66630252,66667216
80125,CCDC33,74216639,74336471
80127,BBOF1,74019349,74078350
80128,TRIM46,155173380,155184970
80129,CCDC170,151494039,151621192
80131,LRRC8E,7888504,7902022
80133,MROH9,170935470,171066340
80135,RPF1,84479236,84498349
80139,ZNF703,37695750,37700020
80142,PTGES2,128120692,128128461
80143,SIKE1,114769478,114780686
80144,FRAS1,78056967,78544268
80145,THOC7,63833869,63864477
80146,UXS1,106093302,106194338
80148,PQLC1,79902419,79951664
80149,ZC3H12A,37474517,37484376
80150,ASRGL1,62337301,62401400
80152,CENPT,67828156,67847457
80153,EDC3,74630557,74696433
80154,GOLGA2P10,82471476,82513998
80154,GOLGA2P10,260553,303331
80155,NAA15,139301466,139390780
80157,CWH43,48986246,49062078
80161,ASMTL-AS1,1400530,1415420
80162,PGGHG,287759,295687
80164,PRR36,7868718,7874440
80167,ABHD18,127965255,128039710
80168,MOGAT2,75717818,75732957
80169,CTC1,8224820,8248094
80173,IFT74,26946989,27066133
80174,DBF4B,44708580,44752731
80176,SPSB1,9292881,9369531
80177,MYCT1,152697894,152747174
80178,TEDC2,2460108,2464962
80179,MYO19,36495635,36535456
80179,MYO19,730658,770360
80183,RUBCNL,46341738,46390041
80184,CEP290,88049012,88142215
80185,TTI2,33498464,33513191
80194,TMEM134,67464347,67469276
80195,TMEM254,80078645,80092551
80196,RNF34,121400082,121424351
80198,MUS81,65860243,65867652
80199,FUZ,49806865,49817375
80201,HKDC1,69220302,69267558
80204,FBXO11,47806919,47905792
80205,CHD9,53054981,53327501
80206,FHOD3,36297695,36780219
80207,OPA3,45527766,45584863
80208,SPG11,44562695,44663677
80209,PROSER1,39009864,39038109
80210,ARMC9,231198545,231394990
80212,CCDC92,123936408,123972984
80212,CCDC92,109952,119346
80213,TM2D3,101632976,101652390
80215,RUNX1-IT1,35037924,35039425
80216,ALPK1,112285994,112442617
80217,CFAP43,104129887,104232382
80218,NAA50,113716459,113746298
80219,COQ10B,197453422,197475308
80221,ACSF2,50426157,50474844
80222,TARS2,150487363,150507608
80223,RAB11FIP1,37858946,37899496
80224,NUBPL,31561384,31861292
80227,PAAF1,73876698,73927735
80228,ORAI2,102433529,102456820
80230,RUFY1,179550550,179610025
80230,RUFY1,315202,376286
80231,CXorf21,30558823,30577915
80232,WDR26,224385142,224434766
80233,FAAP100,81539884,81552402
80235,PIGZ,196946342,196969410
80237,ELL3,43772599,43777303
80243,PREX2,67951917,68237032
80254,CEP63,134485723,134783168
80255,SLC35F5,113702676,113756822
80256,FAM214B,35104120,35116340
80258,EFHC2,44146253,44343676
80262,C16orf70,67109880,67148543
80263,TRIM45,117107710,117121788
80264,ZNF430,21020619,21060045
80264,ZNF430,363895,377459
80267,EDEM3,184690490,184754906
80270,HSD3B7,30985188,30989151
80271,ITPKC,40717102,40740859
80273,GRPEL1,7058894,7068209
80274,SCUBE1,43203222,43343387
80279,CDK5RAP3,47967903,47981785
80298,MTERF2,106972855,106987165
80301,PLEKHO2,64841882,64868001
80303,EFHD1,232606056,232682780
80304,WDCP,24029335,24047425
80305,TRABD,50185888,50199598
80306,MED28,17614627,17625627
80307,FER1L4,35558736,35607561
80308,FLAD1,154983293,154993110
80309,SPHKAP,227979953,228181998
80310,PDGFD,103907185,104164298
80311,KLHL15,23983715,24027185
80312,TET1,68560359,68700793
80313,LRRC27,132330062,132381505
80314,EPC1,32267715,32378797
80315,CPEB4,173888327,173960990
80316,PPP1R2C,42777365,42778234
80317,ZKSCAN3,28349912,28369176
80318,GKAP1,83739420,83817836
80319,CXXC4,104468305,104494966
80320,SP6,47844907,47876311
80321,CEP70,138494338,138594382
80323,CCDC68,54901508,54959538
80324,PUS1,131929199,131944039
80325,ABTB1,127672927,127680925
80326,WNT10A,218874115,218893930
80327,MAPRE1P1,135623583,135626031
80328,ULBP2,149941937,149949234
80329,ULBP1,149963973,149973714
80331,DNAJC5,63895101,63936030
80332,ADAM33,3667964,3682689
80333,KCNIP4,20728519,21948750
80333,KCNIP4,4290,183530
80335,WDR82,52254421,52278642
80336,PABPC1L,44910059,44959159
80339,PNPLA3,43923738,43947567
80341,BPIFB2,33007577,33023708
80342,TRAF3IP3,209756031,209782322
80343,SEL1L2,13848585,13995332
80344,DCAF11,24114696,24125241
80344,DCAF11,415674,426219
80345,ZSCAN16,28123752,28130085
80346,REEP4,22138013,22141950
80347,COASY,42562073,42566280
80349,WDR61,78283232,78299725
80350,LPAL2,160466554,160511123
80351,TNKS2,91798393,91865474
80352,RNF39,30070265,30080624
80352,RNF39,1550036,1555621
80352,RNF39,1328357,1333942
80352,RNF39,1326181,1331766
80352,RNF39,1331015,1336600
80352,RNF39,1414355,1419940
80352,RNF39,1325425,1331005
80352,RNF39,1369184,1374769
80380,PDCD1LG2,5510437,5571281
80381,CD276,73683965,73714517
80700,UBXN6,4445005,4458758
80701,AKR1D1P1,167519547,167536086
80704,SLC19A3,227685209,227718029
80705,TSGA10,98997260,99154965
80709,AKNA,114334148,114398497
80712,ESX1,104250037,104254917
80713,MTIF2P1,121502324,121503916
80714,PBX4,19561706,19618915
80723,SLC35G2,136819018,136855891
80724,ACAD10,111686052,111757106
80725,SRCIN1,38530014,38607165
80725,SRCIN1,2565324,2641248
80726,IQCN,18257095,18274508
80727,TTYH3,2631968,2664801
80728,ARHGAP39,144529178,144700519
80731,THSD7B,136765561,137677711
80736,SLC44A4,31863191,31879045
80736,SLC44A4,3340609,3356470
80736,SLC44A4,3195807,3211660
80736,SLC44A4,3110969,3126819
80736,SLC44A4,3205261,3221110
80736,SLC44A4,3119163,3135018
80736,SLC44A4,3164418,3180267
80737,VWA7,31764134,31777330
80737,VWA7,3242851,3254572
80737,VWA7,3098205,3109941
80737,VWA7,3013367,3025104
80737,VWA7,3107482,3119219
80737,VWA7,3064885,3076621
80739,MPIG6B,31720556,31726709
80739,MPIG6B,3200631,3203997
80739,MPIG6B,2971105,2974471
80739,MPIG6B,3028389,3031756
80739,MPIG6B,3065218,3068584
80739,MPIG6B,2979154,2982520
80739,MPIG6B,3022639,3026005
80740,LY6G6C,31718647,31721733
80740,LY6G6C,3195935,3199021
80740,LY6G6C,2966409,2969495
80740,LY6G6C,3023693,3026779
80740,LY6G6C,3060522,3063608
80740,LY6G6C,2974461,2977547
80740,LY6G6C,3017943,3021029
80741,LY6G5C,31676683,31680372
80741,LY6G5C,3153974,3157663
80741,LY6G5C,2924455,2928145
80741,LY6G5C,2981730,2985420
80741,LY6G5C,3018555,3022244
80741,LY6G5C,2932507,2936197
80741,LY6G5C,2975967,2979657
80742,PRR3,30556708,30564695
80742,PRR3,2036428,2044415
80742,PRR3,1812532,1820519
80742,PRR3,1866937,1874924
80742,PRR3,1900754,1908741
80742,PRR3,1811793,1819780
80742,PRR3,1857463,1865450
80745,THUMPD2,39736059,39779275
80746,TSEN2,12484431,12539623
80755,AARSD1,42950525,42964497
80757,TMEM121,105526602,105530201
80758,PRR7,177445935,177456700
80759,KHDC1,73241313,73310364
80760,ITIH5,7559269,7666997
80762,NDFIP1,142108758,142154442
80763,SPX,21526256,21532946
80764,THAP7,20999771,21002114
80765,STARD5,81312665,81324182
80772,CPTP,1324756,1328895
80774,LIMD2,63695888,63701226
80775,TMEM177,119679166,119723617
80776,B9D2,41354416,41364533
80777,CYB5B,69424594,69466263
80778,ZNF34,144772223,144787370
80781,COL18A1,45405136,45513719
80789,INTS5,62646847,62653301
80790,CMIP,81445169,81711761
80816,ASXL3,33578576,33751194
80817,CEP44,174283676,174334354
80818,ZNF436,23359447,23369863
80818,ZNF436,129426,139842
80820,EEPD1,36153226,36301542
80821,DDHD1,53036739,53153327
80823,BHLHB9,102720713,102752440
80824,DUSP16,12473281,12562513
80824,DUSP16,442284,531516
80829,ZFP91,58579113,58621549
80830,APOL6,35648315,35668408
80831,APOL5,35708423,35730324
80831,APOL5,32638,44249
80832,APOL4,36189127,36204832
80833,APOL3,36140322,36166176
80834,TAS1R2,18839598,18859660
80835,TAS1R1,6555277,6579756
80851,SH3BP5L,248810445,248826284
80852,GRIP2,14485104,14602995
80853,KDM7A,140084745,140176940
80854,SETD7,139495933,139556768
80856,LNPK,175923861,176002900
80862,ZNRD1ASP,30001010,30061188
80862,ZNRD1ASP,1480398,1540965
80862,ZNRD1ASP,1258722,1319286
80862,ZNRD1ASP,1256548,1317110
80862,ZNRD1ASP,1261740,1321942
80862,ZNRD1ASP,1345066,1405281
80862,ZNRD1ASP,1256105,1316370
80862,ZNRD1ASP,1298816,1360110
80863,PRRT1,32148327,32153625
80863,PRRT1,3586699,3590279
80863,PRRT1,3480960,3484540
80863,PRRT1,3389725,3393305
80863,PRRT1,3453363,3456943
80863,PRRT1,3490377,3493957
80863,PRRT1,3371559,3375139
80863,PRRT1,3464566,3468146
80864,EGFL8,32164604,32168284
80864,EGFL8,3602956,3606636
80864,EGFL8,3497205,3500886
80864,EGFL8,3469588,3473265
80864,EGFL8,3506625,3510305
80864,EGFL8,3387805,3391485
80864,EGFL8,3480810,3484491
80868,HCG4B,29924591,29927214
80868,HCG4B,1405981,1408565
80868,HCG4B,1184307,1186891
80868,HCG4B,1181785,1184366
80868,HCG4B,1181002,1183578
80868,HCG4B,1181419,1184003
80868,HCG4B,1224324,1226904
80895,ILKAP,238170400,238203701
80896,NPL,182789448,182830383
80975,TMPRSS5,113687545,113709810
